"Institucija";"Naslov";"IzvjescaURL";"DatumOtvaranja";"DatumZatvaranja";"OcekivanaObjavaIzvjesca";"Stanje";"DokumentiURL";"SavjetovanjeURL";"ID"
"Državni zavod za intelektualno vlasništvo";"Savjetovanje o Nacrtu prijedloga Pravilnika o provedbi postupaka jednostavne nabave";"/ECon/EconReport?entityId=5476";"01.06.2017.";"29.06.2017.";"30.06.2017.";"Izvješca objavljena";"/Documents/List/5476";"/ECon/MainScreen?entityId=5476";"5476"
"Ministarstvo znanosti i obrazovanja";"Savjetovanje s javnošcu o Nacrtu Pravilnika o pomocnicima u nastavi i strucnim komunikacijskim posrednicima";NA;"01.06.2017.";"01.07.2017.";"31.08.2017.";"Zatvoren";"/Documents/List/5478";"/ECon/MainScreen?entityId=5478";"5478"
"Ministarstvo rada i mirovinskoga sustava";"Pravilnik o provedbi postupaka jednostavne nabave";"/ECon/EconReport?entityId=5472";"31.05.2017.";"29.06.2017.";"30.06.2017.";"Izvješca objavljena";"/Documents/List/5472";"/ECon/MainScreen?entityId=5472";"5472"
"Ministarstvo za demografiju, obitelj, mlade i socijalnu politiku";"Nacrt kljucnih elemenata ESF Poziva na dostavu projektnih prijedloga „Podrška programima usmjerenim mladima“";"/ECon/EconReport?entityId=5469";"30.05.2017.";"15.06.2017.";"14.07.2017.";"Izvješca objavljena";"/Documents/List/5469";"/ECon/MainScreen?entityId=5469";"5469"
"Ministarstvo turizma";"Javno savjetovanje o izmjenama i dopunama Pravilnika o posebnim uvjetima koje moraju ispunjavati zaposleni u turistickom uredu turisticke zajednice Opcine, Grada, Županije i Glavnom uredu Hrvatske turisticke zajednice";"/ECon/EconReport?entityId=5466";"29.05.2017.";"29.06.2017.";"10.07.2017.";"Izvješca objavljena";"/Documents/List/5466";"/ECon/MainScreen?entityId=5466";"5466"
"Ministarstvo mora, prometa i infrastrukture";"Javno savjetovanje o Nacrtu prijedloga Pravilnika o strucnom osposobljavanju izvršnih radnika željeznickog sustava";"/ECon/EconReport?entityId=5455";"26.05.2017.";"26.06.2017.";"11.07.2017.";"Izvješca objavljena";"/Documents/List/5455";"/ECon/MainScreen?entityId=5455";"5455"
"Ministarstvo turizma";"Javno savjetovanje o Uredbi o utvrdivanju visine boravišne pristojbe za 2018. godinu";"/ECon/EconReport?entityId=5446";"25.05.2017.";"26.06.2017.";"03.07.2017.";"Izvješca objavljena";"/Documents/List/5446";"/ECon/MainScreen?entityId=5446";"5446"
"Ministarstvo pravosuda";"Savjetovanje o Prijedlogu Izmjena Sudskog poslovnika";"/ECon/EconReport?entityId=5449";"25.05.2017.";"08.06.2017.";"09.06.2017.";"Izvješca objavljena";"/Documents/List/5449";"/ECon/MainScreen?entityId=5449";"5449"
"Hrvatski zavod za javno zdravstvo";"Savjetovanje o Pravilniku o postupku provodenja jednostavne nabave";"/ECon/EconReport?entityId=5451";"25.05.2017.";"16.06.2017.";"21.06.2017.";"Izvješca objavljena";"/Documents/List/5451";"/ECon/MainScreen?entityId=5451";"5451"
"Ministarstvo zaštite okoliša i energetike";"Javno savjetovanje o Prijedlogu uredbe o granicnim vrijednostima emisija onecišcujucih tvari u zrak iz nepokretnih izvora";"/ECon/EconReport?entityId=5367";"23.05.2017.";"21.06.2017.";"15.07.2017.";"Izvješca objavljena";"/Documents/List/5367";"/ECon/MainScreen?entityId=5367";"5367"
"Ministarstvo poljoprivrede";"Savjetovanje s javnošcu za Prijedlog Programa „Potpora skupinama proizvodaca za izradu Specifikacije poljoprivrednog ili prehrambenog proizvoda za zaštitu naziva oznakom izvornosti, oznakom zemljopisnog podrijetla ili kao zajamceno tradicionalni specijalitet“ u 2017. godini";"/ECon/EconReport?entityId=5439";"23.05.2017.";"07.06.2017.";"06.07.2017.";"Izvješca objavljena";"/Documents/List/5439";"/ECon/MainScreen?entityId=5439";"5439"
"Ministarstvo gospodarstva, poduzetništva i obrta";"PRAVILNIK  O DOKUMENTACIJI O NABAVI TE PONUDI  U POSTUPCIMA JAVNE NABAVE";"/ECon/EconReport?entityId=5441";"23.05.2017.";"22.06.2017.";"30.06.2017.";"Izvješca objavljena";"/Documents/List/5441";"/ECon/MainScreen?entityId=5441";"5441"
"Ministarstvo znanosti i obrazovanja";"Savjetovanje s javnošcu o Nacrtu prijedloga Zakona o izmjenama i dopunama Zakona o znanstvenoj djelatnosti i visokom obrazovanju";"/ECon/EconReport?entityId=5433";"22.05.2017.";"21.06.2017.";"31.08.2017.";"Izvješca objavljena";"/Documents/List/5433";"/ECon/MainScreen?entityId=5433";"5433"
"Ministarstvo zdravstva";"Savjetovanje o Nacrtu prijedloga Zakona o izmjenama i dopunama Zakona o zaštiti pucanstva od zaraznih bolesti";"/ECon/EconReport?entityId=5438";"22.05.2017.";"06.06.2017.";"06.07.2017.";"Izvješca objavljena";"/Documents/List/5438";"/ECon/MainScreen?entityId=5438";"5438"
"Ministarstvo gospodarstva, poduzetništva i obrta";"Internacionalizacija poslovanja MSP-ova putem organizacija za poslovnu podršku - savjetovanje sa zainteresiranom javnošcu";"/ECon/EconReport?entityId=5422";"22.05.2017.";"07.06.2017.";"19.06.2017.";"Izvješca objavljena";"/Documents/List/5422";"/ECon/MainScreen?entityId=5422";"5422"
"Ministarstvo poljoprivrede";"Prijedlog o izmjeni pravilnika o obavljanju gospodarskog ribolovana moru i registru povlastica";"/ECon/EconReport?entityId=5423";"19.05.2017.";"05.06.2017.";"12.06.2017.";"Izvješca objavljena";"/Documents/List/5423";"/ECon/MainScreen?entityId=5423";"5423"
"Ministarstvo znanosti i obrazovanja";"Savjetovanje s javnošcu o Nacrtu Odluke o izmjenama i dopunama Odluke o donošenju Mreže osnovnih i srednjih škola, ucenickih domova i programa obrazovanja";"/ECon/EconReport?entityId=5408";"19.05.2017.";"03.06.2017.";"30.06.2017.";"Izvješca objavljena";"/Documents/List/5408";"/ECon/MainScreen?entityId=5408";"5408"
"Ured za ljudska prava i prava nacionalnih manjina Vlade Republike Hrvatske";"Savjetovanje o Nacrtu Nacionalnog plana za borbu protiv diskriminacije za razdoblje od 2017. do 2022.";"/ECon/EconReport?entityId=5414";"19.05.2017.";"03.06.2017.";"10.06.2017.";"Izvješca objavljena";"/Documents/List/5414";"/ECon/MainScreen?entityId=5414";"5414"
"Ured za ljudska prava i prava nacionalnih manjina Vlade Republike Hrvatske";"Savjetovanje o Nacrtu Akcijskog plana za provedbu Nacionalnog plana za borbu protiv diskriminacije za razdoblje od 2017. do 2019. godine";"/ECon/EconReport?entityId=5415";"19.05.2017.";"03.06.2017.";"10.06.2017.";"Izvješca objavljena";"/Documents/List/5415";"/ECon/MainScreen?entityId=5415";"5415"
"Ministarstvo poljoprivrede";"Nacrt pravilnika o provedbi Mjere 5 Obnavljanje poljoprivrednog proizvodnog potencijala narušenog elementarnim nepogodama i katastrofalnim dogadajima te uvodenje odgovarajucih preventivnih aktivnosti, Podmjere 5.2. Potpora za ulaganja u obnovu poljoprivrednog zemljišta i proizvodnog potencijala narušenog elementarnim nepogodama, nepovoljnim klimatskim prilikama i katastrofalnim dogadajima , tip operacije 5.2.1. Obnova poljoprivrednog zemljišta i proizvodnog potencijala iz Programa ruralnog razvoja Republike Hrvatske za razdoblje 2014.-2020.";NA;"19.05.2017.";"19.06.2017.";"19.07.2017.";"Ceka odobravanje izvještaja";"/Documents/List/5417";"/ECon/MainScreen?entityId=5417";"5417"
"Ministarstvo poljoprivrede";"PRIJEDLOG IZMJENE PRAVILNIKA O ULOVU I PROMETU IGLUNA (Xiphias gladius)";NA;"19.05.2017.";"24.05.2017.";"31.05.2017.";"Zatvoren";"/Documents/List/5421";"/ECon/MainScreen?entityId=5421";"5421"
"Ministarstvo za demografiju, obitelj, mlade i socijalnu politiku";"Nacrt prijedloga Zakona o pravobranitelju za djecu, s Konacnim prijedlogom zakona";"/ECon/EconReport?entityId=5405";"18.05.2017.";"02.06.2017.";"02.08.2017.";"Izvješca objavljena";"/Documents/List/5405";"/ECon/MainScreen?entityId=5405";"5405"
"Ministarstvo zaštite okoliša i energetike";"Javno savjetovanje o Nacrtu prijedloga zakona o izmjenama i dopunama Zakona o zaštiti okoliša";"/ECon/EconReport?entityId=5334";"18.05.2017.";"16.06.2017.";"17.07.2017.";"Izvješca objavljena";"/Documents/List/5334";"/ECon/MainScreen?entityId=5334";"5334"
"Ministarstvo kulture";"Savjetovanje o Nacrtu Pravilnika o izmjeni Pravilnika o organiziranju, financiranju i donošenju programa Medunarodne smotre folklora Zagreb";"/ECon/EconReport?entityId=5399";"17.05.2017.";"31.05.2017.";"30.06.2017.";"Izvješca objavljena";"/Documents/List/5399";"/ECon/MainScreen?entityId=5399";"5399"
"Ministarstvo obrane";"Javno savjetovanje o Nacrtu prijedloga Zakona o sustavu domovinske sigurnosti";"/ECon/EconReport?entityId=5392";"16.05.2017.";"30.05.2017.";"05.06.2017.";"Izvješca objavljena";"/Documents/List/5392";"/ECon/MainScreen?entityId=5392";"5392"
"Ministarstvo poljoprivrede";"Javno savjetovanje o Prijedlog naputka o nacinu primjene izuzeca od navodenja nutritivne deklaracije na hrani";"/ECon/EconReport?entityId=5371";"15.05.2017.";"15.06.2017.";"15.07.2017.";"Izvješca objavljena";"/Documents/List/5371";"/ECon/MainScreen?entityId=5371";"5371"
"Ministarstvo rada i mirovinskoga sustava";"Savjetovanje o Prijedlogu uredbe o metodologijama vještacenja";"/ECon/EconReport?entityId=5378";"15.05.2017.";"13.06.2017.";"19.06.2017.";"Izvješca objavljena";"/Documents/List/5378";"/ECon/MainScreen?entityId=5378";"5378"
"Ministarstvo mora, prometa i infrastrukture";"Javno savjetovanje o Nacrtu prijedloga Pravilnika o izmjeni Pravilnika o naknadi za uporabu objekata sigurnosti plovidbe";"/ECon/EconReport?entityId=5364";"15.05.2017.";"31.05.2017.";"15.06.2017.";"Izvješca objavljena";"/Documents/List/5364";"/ECon/MainScreen?entityId=5364";"5364"
"Ured za zakonodavstvo Vlade Republike Hrvatske";"Prijedlog uredbe o provedbi postupka procjene ucinaka propisa";"/ECon/EconReport?entityId=5358";"13.05.2017.";"28.05.2017.";"30.06.2017.";"Izvješca objavljena";"/Documents/List/5358";"/ECon/MainScreen?entityId=5358";"5358"
"Ministarstvo zdravstva";"Savjetovanje o Nacrtu prijedloga Zakona o izmjenama i dopunama Zakona o vodi za ljudsku potrošnju, s Konacnim prijedlogom zakona";"/ECon/EconReport?entityId=5361";"12.05.2017.";"12.06.2017.";"12.07.2017.";"Izvješca objavljena";"/Documents/List/5361";"/ECon/MainScreen?entityId=5361";"5361"
"Ministarstvo rada i mirovinskoga sustava";"PRAVILNIK O AKTIVNOM TRAŽENJU POSLA I RASPOLOŽIVOSTI ZA RAD";"/ECon/EconReport?entityId=5339";"11.05.2017.";"25.05.2017.";"29.05.2017.";"Izvješca objavljena";"/Documents/List/5339";"/ECon/MainScreen?entityId=5339";"5339"
"Ministarstvo rada i mirovinskoga sustava";"PRAVILNIK O EVIDENCIJAMA HRVATSKOGA ZAVODA ZA ZAPOŠLJAVANJE";"/ECon/EconReport?entityId=5342";"11.05.2017.";"25.05.2017.";"29.05.2017.";"Izvješca objavljena";"/Documents/List/5342";"/ECon/MainScreen?entityId=5342";"5342"
"Ministarstvo znanosti i obrazovanja";"Savjetovanje s javnošcu o Nacrtu Prijedloga kljucnih elemenata Poziva na dostavu projektnih prijedloga „Programska, strucna i financijska potpora obrazovanju djece i ucenika pripadnika romske nacionalne manjine“";"/ECon/EconReport?entityId=5343";"11.05.2017.";"10.06.2017.";"31.07.2017.";"Izvješca objavljena";"/Documents/List/5343";"/ECon/MainScreen?entityId=5343";"5343"
"Ministarstvo rada i mirovinskoga sustava";"PRAVILNIK O JEDNOKRATNOJ NOVCANOJ POMOCI I NAKNADI PUTNIH I SELIDBENIH TROŠKOVA";"/ECon/EconReport?entityId=5346";"11.05.2017.";"25.05.2017.";"29.05.2017.";"Izvješca objavljena";"/Documents/List/5346";"/ECon/MainScreen?entityId=5346";"5346"
"Ministarstvo rada i mirovinskoga sustava";"PRAVILNIK O OBAVLJANJU DJELATNOSTI U SVEZI SA ZAPOŠLJAVANJEM";"/ECon/EconReport?entityId=5348";"11.05.2017.";"25.05.2017.";"29.05.2017.";"Izvješca objavljena";"/Documents/List/5348";"/ECon/MainScreen?entityId=5348";"5348"
"Ministarstvo rada i mirovinskoga sustava";"PRAVILNIK O ODGOVARAJUCEM SMJEŠTAJU";"/ECon/EconReport?entityId=5350";"11.05.2017.";"25.05.2017.";"29.05.2017.";"Izvješca objavljena";"/Documents/List/5350";"/ECon/MainScreen?entityId=5350";"5350"
"Ministarstvo rada i mirovinskoga sustava";"PRAVILNIK O UVJETIMA I NACINU ISPLATE NOVCANE NAKNADE U JEDNOKRATNOM IZNOSU";"/ECon/EconReport?entityId=5352";"11.05.2017.";"25.05.2017.";"29.05.2017.";"Izvješca objavljena";"/Documents/List/5352";"/ECon/MainScreen?entityId=5352";"5352"
"Ministarstvo zaštite okoliša i energetike";"Javno savjetovanje o Nacrtu prijedloga Zakona o provedbi Uredbe (EU) br. 511/2014 o mjerama uskladivanja za korisnike Protokola iz Nagoye o pristupu genetskim resursima te poštenoj i pravicnoj podjeli dobiti koja proizlazi iz njihova korištenja u Uniji";"/ECon/EconReport?entityId=5200";"11.05.2017.";"09.06.2017.";"19.06.2017.";"Izvješca objavljena";"/Documents/List/5200";"/ECon/MainScreen?entityId=5200";"5200"
"Ministarstvo zaštite okoliša i energetike";"Javno savjetovanje o Prijedlogu iskaza o procjeni ucinaka Zakona o provedbi Uredbe (EU) BR. 511/2014 o mjerama uskladivanja za korisnike Protokola iz Nagoye o pristupu genetskim resursima te poštenoj i pravicnoj podjeli dobiti koja proizlazi iz njihova korištenja u Uniji";"/ECon/EconReport?entityId=5242";"11.05.2017.";"25.05.2017.";"30.05.2017.";"Izvješca objavljena";"/Documents/List/5242";"/ECon/MainScreen?entityId=5242";"5242"
"Državna uprava za zaštitu i spašavanje";"Savjetovanje s javnošcu o Nacrtu prijedloga pravilnika o postupku primanja i prenošenja obavijesti ranog upozoravanja neposredne opasnosti te davanja uputa stanovništvu";"/ECon/EconReport?entityId=5332";"10.05.2017.";"10.06.2017.";"24.06.2017.";"Izvješca objavljena";"/Documents/List/5332";"/ECon/MainScreen?entityId=5332";"5332"
"Ministarstvo poljoprivrede";"Savjetovanje o nacrtu Pravilnika o mlijeku i mljecnim proizvodima";"/ECon/EconReport?entityId=5317";"09.05.2017.";"22.05.2017.";"31.05.2017.";"Izvješca objavljena";"/Documents/List/5317";"/ECon/MainScreen?entityId=5317";"5317"
"Ministarstvo gospodarstva, poduzetništva i obrta";"Savjetovanje o Nacrtu prijedloga Zakona o strateškim investicijskim projektima Republike Hrvatske";"/ECon/EconReport?entityId=5322";"09.05.2017.";"07.06.2017.";"18.06.2017.";"Izvješca objavljena";"/Documents/List/5322";"/ECon/MainScreen?entityId=5322";"5322"
"Ministarstvo gospodarstva, poduzetništva i obrta";"PRAVILNIK O  NADZORU NAD PROVEDBOM ZAKONA O JAVNOJ NABAVI";"/ECon/EconReport?entityId=5325";"09.05.2017.";"09.06.2017.";"17.06.2017.";"Izvješca objavljena";"/Documents/List/5325";"/ECon/MainScreen?entityId=5325";"5325"
"Ministarstvo gospodarstva, poduzetništva i obrta";"PRAVILNIK O IZOBRAZBI U PODRUCJU JAVNE NABAVE";"/ECon/EconReport?entityId=5327";"09.05.2017.";"09.06.2017.";"17.06.2017.";"Izvješca objavljena";"/Documents/List/5327";"/ECon/MainScreen?entityId=5327";"5327"
"Ministarstvo zdravstva";"Savjetovanje o Nacrtu Nacionalnog programa razvoja palijativne skrbi u Republici Hrvatskoj 2017. – 2020.";"/ECon/EconReport?entityId=5329";"09.05.2017.";"08.06.2017.";"10.07.2017.";"Izvješca objavljena";"/Documents/List/5329";"/ECon/MainScreen?entityId=5329";"5329"
"Ministarstvo poljoprivrede";"Savjetovanje s javnošcu o Nacrtu prijedloga zakona o obiteljskom poljoprivrednom gospodarstvu";"/ECon/EconReport?entityId=5310";"09.05.2017.";"09.06.2017.";"20.06.2017.";"Izvješca objavljena";"/Documents/List/5310";"/ECon/MainScreen?entityId=5310";"5310"
"Ministarstvo uprave";"Savjetovanje s javnošcu za Nacrt prijedloga zakona o etickom sustavu u javnom sektoru";"/ECon/EconReport?entityId=5315";"08.05.2017.";"08.06.2017.";"03.07.2017.";"Izvješca objavljena";"/Documents/List/5315";"/ECon/MainScreen?entityId=5315";"5315"
"Ministarstvo znanosti i obrazovanja";"Savjetovanje sa zainteresiranom javnošcu o Nacrtu Odluke o uvjetima za prijam ucenika u ucenicke domove u školskoj godini 2017./2018.";"/ECon/EconReport?entityId=5300";"05.05.2017.";"20.05.2017.";"20.06.2017.";"Izvješca objavljena";"/Documents/List/5300";"/ECon/MainScreen?entityId=5300";"5300"
"Ministarstvo znanosti i obrazovanja";"Savjetovanje sa zainteresiranom javnošcu o Nacrtu Odluke o sufinanciranju nabave udžbenika i pripadajucih dopunskih nastavnih sredstava za školsku godinu 2017./2018.";"/ECon/EconReport?entityId=5307";"05.05.2017.";"04.06.2017.";"30.06.2017.";"Izvješca objavljena";"/Documents/List/5307";"/ECon/MainScreen?entityId=5307";"5307"
"Državna uprava za zaštitu i spašavanje";"Prijedlog pravilnika o izmjenama i dopunama Pravilnika o kriterijima zdravstvenih sposobnosti  koje moraju ispunjavati pripadnici postrojbi civilne zaštite,  kriterijima za rasporedivanje i uvjetima za imenovanje povjerenika civilne zaštite i njegovog zamjenika";"/ECon/EconReport?entityId=5309";"05.05.2017.";"05.06.2017.";"19.06.2017.";"Izvješca objavljena";"/Documents/List/5309";"/ECon/MainScreen?entityId=5309";"5309"
"Ministarstvo poljoprivrede";"Savjetovanje o nacrtu Pravilnika o dopuni Pravilnika o mjestima ulaska za pošiljke bilja, biljnih proizvoda i drugih nadziranih predmeta koji podliježu fitosanitarnom pregledu pri unošenju iz trecih zemalja";"/ECon/EconReport?entityId=5267";"04.05.2017.";"23.05.2017.";"01.06.2017.";"Izvješca objavljena";"/Documents/List/5267";"/ECon/MainScreen?entityId=5267";"5267"
"Ministarstvo znanosti i obrazovanja";"Savjetovanje sa zainteresiranom javnošcu o Nacrtu Pravilnika o uvjetima i nacinu ostvarivanja prava redovitih studenata na subvencionirano stanovanje";NA;"04.05.2017.";"19.05.2017.";"30.06.2017.";"Zatvoren";"/Documents/List/5295";"/ECon/MainScreen?entityId=5295";"5295"
"Središnji državni ured za središnju javnu nabavu";"Savjetovanje o Pravilniku o jednostavnoj nabavi";"/ECon/EconReport?entityId=5298";"04.05.2017.";"04.06.2017.";"12.06.2017.";"Izvješca objavljena";"/Documents/List/5298";"/ECon/MainScreen?entityId=5298";"5298"
"Ministarstvo poljoprivrede";"Nacrt Prijedloga Uredbe o nacinu i uvjetima osnivanja prava gradenja i prava služnosti na poljoprivrednom zamljištu u vlasništvu Republike Hrvatske";"/ECon/EconReport?entityId=5281";"04.05.2017.";"04.06.2017.";"18.06.2017.";"Izvješca objavljena";"/Documents/List/5281";"/ECon/MainScreen?entityId=5281";"5281"
"Ministarstvo poljoprivrede";"Nacrt prijedloga Uredbe o izmjenama i dopunama Uredbe o kriterijima za dodjelu zamjenskog poljoprivrednog zemljišta u vlasništvu Republike Hrvatske ovlaštenicima naknade za oduzeto poljoprivredno zemljište temeljem Zakona o naknadi za imovinu oduzetu za vrijeme jugoslavenske komunisticke vladavine";"/ECon/EconReport?entityId=5283";"04.05.2017.";"04.06.2017.";"18.06.2017.";"Izvješca objavljena";"/Documents/List/5283";"/ECon/MainScreen?entityId=5283";"5283"
"Ministarstvo zdravstva";"Savjetovanje o Nacrtu Pravilnika o stjecanju statusa specijalista iz uže specijalizacije";NA;"03.05.2017.";"02.06.2017.";"03.07.2017.";"Zatvoren";"/Documents/List/5285";"/ECon/MainScreen?entityId=5285";"5285"
"Ministarstvo znanosti i obrazovanja";"Savjetovanje sa zainteresiranom javnošcu o Nacrtu Odluke o upisu ucenika u I. razred srednje škole u školskoj godini 2017./2018.";"/ECon/EconReport?entityId=5288";"03.05.2017.";"11.05.2017.";"25.05.2017.";"Izvješca objavljena";"/Documents/List/5288";"/ECon/MainScreen?entityId=5288";"5288"
"Ministarstvo financija";"ZAKON O IZMJENAMA I DOPUNAMA ZAKONA O ADMINISTRATIVNOJ SURADNJI U PODRUCJU POREZA, S KONACNIM PRIJEDLOGOM ZAKONA";"/ECon/EconReport?entityId=5264";"02.05.2017.";"01.06.2017.";"12.06.2017.";"Izvješca objavljena";"/Documents/List/5264";"/ECon/MainScreen?entityId=5264";"5264"
"Ured za opce poslove Hrvatskog sabora i Vlade Republike Hrvatske";"Savjetovanje o Nacrtu Naputka o nacinu provedbe postupaka jednostavne nabave";"/ECon/EconReport?entityId=5266";"02.05.2017.";"02.06.2017.";"15.06.2017.";"Izvješca objavljena";"/Documents/List/5266";"/ECon/MainScreen?entityId=5266";"5266"
"Ured za udruge Vlade Republike Hrvatske";"Savjetovanje o Nacrtu kljucnih elemenata ESF poziva na dostavu projektnih prijedloga \"Podrška partnerskim inovativnim projektima civilnog, javnog i poslovnog sektora za ponovno korištenje otvorenih javnih podataka i razvoj IKT  i mobilnih aplikacija za kvalitetnije sudjelovanje gradana u lokalnom odlucivanju - faza I\"";"/ECon/EconReport?entityId=5269";"02.05.2017.";"02.06.2017.";"16.06.2017.";"Izvješca objavljena";"/Documents/List/5269";"/ECon/MainScreen?entityId=5269";"5269"
